neuron_id,hit_peak,hit_auc,hit_latency,miss_peak,miss_auc,miss_latency,fa_peak,fa_auc,fa_latency,cr_peak,cr_auc,cr_latency
0588_20180904_46_timeseries.mat,0.05416723704762786,0.17836013727141534,0,0.054695457220077515,-1.326229711786644,0,0.07536381853111146,0.18056598767236492,9,0.07756628388925756,-0.018213636589964756,2
0588_20180904_4_timeseries.mat,2.121894299244945,28.203599464154525,17,2.2433514850480214,13.716027923105726,21,1.8822296901669868,28.253886607976572,16,2.2923389402248207,30.736298768587723,20
0588_20180904_50_timeseries.mat,1.5500496450634058,19.113064856224963,13,1.014880188873836,1.4860319637560426,2,1.7724685107571752,18.656283526827227,11,1.6172583412619368,21.69840326075291,11
0588_20180904_53_timeseries.mat,0.24140298696314547,3.1800445145978045,17,0.25068110493677004,-0.638281374243975,9,0.1518052648259998,1.691415691005611,16,0.3103077845317462,4.508035668669523,12
0588_20180904_54_timeseries.mat,0.05252367100390291,0.6781790669100548,23,1.1561923955700226,21.804909285135743,25,0.07218430328800611,0.33474667282463544,18,0.06781981971993621,0.0027956601586856325,39
0588_20180904_55_timeseries.mat,0.5928227488741511,5.66524492375069,13,0.28815158563000814,1.0358044863179592,30,0.5537666915863467,5.577802973454455,13,0.14400623454111477,0.4801089743390724,11
0588_20180904_5_timeseries.mat,2.0787724435025035,36.41238562283398,18,0.9025833596076284,7.072555519684793,17,1.5453198221732385,26.07680523810423,17,2.1042687849802597,37.928881052104124,20
0588_20180904_7_timeseries.mat,4.199574568812602,47.056994568460155,13,3.4808244747774943,36.28561537179519,15,3.990982715461009,48.09326496757859,13,4.959975465657115,56.14688649145272,13
0588_20180906_16_timeseries.mat,0.14338479847099414,0.9053936431164848,9,0.17894512359052897,0.7829482562102686,1,0.15766829439255178,2.46825958165484,10,0.20303001126100484,0.770631965920764,11
0588_20180906_18_timeseries.mat,0.042734177821437375,0.1784077529209285,27,0.09856899403966964,-0.8230349205337311,4,0.046239490701962226,0.4640227305779162,19,0.053293360757979226,0.2016652846996894,6
0588_20180906_23_timeseries.mat,0.5277342001799672,5.694332292331763,13,0.06183731174096465,-0.4666095106166418,4,0.4496589241006813,4.644691503422791,7,0.07391135394573212,-0.43886116176127166,9
0588_20180906_24_timeseries.mat,0.5825703231624656,7.2063202838840095,15,0.3178085105493665,-0.21153759264643657,6,0.2507989485491785,1.0213745782037704,14,0.09925839953523662,-0.4824929392311904,38
0588_20180906_25_timeseries.mat,0.3303220916906118,2.501755081879988,14,0.2054344085045159,1.1535044483549424,7,0.17736269256880788,1.8300070856331363,16,0.15227189345015366,-0.10055013739997196,6
0588_20180906_5_timeseries.mat,0.146642303023568,1.743065713839766,8,0.11176420984556898,-0.45813156126338683,6,0.05541826048230436,0.23134235504601505,13,0.04675966806218519,-0.3515536881459144,1
0588_20180906_7_timeseries.mat,0.36945507515851844,4.333668216908246,12,0.06584375714883209,-0.9970193078712326,16,0.2635289447199459,2.5712120685071223,15,0.042759409409712304,-0.6694151310356183,8
0588_20180906_9_timeseries.mat,0.8444250628043151,11.746075262339755,17,0.17255919724702834,-1.2038900389423361,12,0.44225116137099035,3.429547091590352,14,0.059444723287494956,-1.6143903883453161,12
0588_20180911_1_timeseries.mat,0.11777422536551341,1.5663355614338137,27,0.1527737001578013,1.3101717797867931,22,0.25228157194964973,3.649555388557166,25,0.20850872332812287,2.737360797687491,21
0588_20180911_31_timeseries.mat,0.05544820396604125,0.7053014472290843,16,0.08893960556015372,0.18791512459633342,11,0.07347905359317347,0.6755993023602859,7,0.03911229927325621,-0.20019264301182696,8
0588_20180925_19_timeseries.mat,0.10151278800036032,0.07364910167233035,3,0.08329972357023507,0.040712642143868535,1,0.1711196766445937,0.7632286307080753,24,0.04383137693435375,-0.8066164772880365,25
0588_20180925_33_timeseries.mat,0.2387429117739411,2.218326826941162,9,0.3668141467496753,0.7942482736349726,8,0.21832961335700626,1.9799454703652968,9,0.3270513663630722,2.525585100821233,9
0588_20180925_7_timeseries.mat,0.15028683012287605,1.0156218961734638,10,0.11204832699149847,-0.011894936961956168,17,0.1018258917509229,0.716918432755233,9,0.16470002308971127,3.8800022749281693,17
0588_20180928_14_timeseries.mat,0.32313067559844416,1.2150060557239937,7,0.38319047167897224,1.3658114546690707,9,0.33219304112126047,1.5302528814426377,7,0.30545519053190945,1.207014617340639,9
0588_20180928_15_timeseries.mat,0.1048957130375075,0.3075399479406073,12,0.08415488729224307,0.2007184683653004,12,0.09370942576131183,0.36191878143401396,12,0.09202489426732063,0.41212732850761186,12
0588_20180928_20_timeseries.mat,0.8703080722860448,4.001875643347742,9,0.7193080579810258,2.9110193841560332,6,0.8905664025543018,3.3612447730968165,9,0.8987256159260869,2.8489496156816507,9
0588_20180928_25_timeseries.mat,0.10244764894763432,0.7895396639845539,6,0.17537566572718788,1.0167461137992817,8,0.13910665194834432,0.6393258667962737,6,0.12161178986355663,1.6943084084380726,5
0588_20180928_2_timeseries.mat,0.07277237413806084,0.22303668400842797,11,0.07553797383378777,0.3575370026496616,10,0.049002696239885186,0.3066932446983032,10,0.05228367510030512,0.5369840199393996,3
0588_20180928_39_timeseries.mat,0.14407940529399818,0.7693387830750658,8,0.18863357804043013,1.7471535572031927,38,0.12831785606132115,-0.24206922854406704,7,0.059094710022211075,-0.64001241750063,7
0588_20180928_3_timeseries.mat,0.1403767922270748,1.0784543516564982,9,0.1892623481237226,0.631649549308484,12,0.1467750351413645,1.0598639291581133,9,0.173971305757761,1.8940730904291847,9
0588_20180928_6_timeseries.mat,1.8061423360158015,24.227640406415894,12,1.4410154442302883,17.78004502899367,13,0.8293969539677604,16.275520099723046,12,1.6188702383339406,27.383512277629073,15
0588_20181001_10_timeseries.mat,0.03662654633250134,0.13615326888718662,0,0.12223355095678319,0.34371051723590224,11,0.05059709615347634,0.15569874718899596,2,0.03946027020360874,0.2781726178597219,15
0588_20181001_11_timeseries.mat,0.4467451776134044,5.134096648814961,13,0.3049516509774895,2.0625899358542124,5,0.38947098524231544,5.7504270386224,6,0.45617570498180166,6.238594380382843,6
0588_20181001_13_timeseries.mat,0.25489600123427575,3.785733348815442,9,0.30801775335289894,3.232649955275563,11,0.347057685235652,2.9546293361911444,7,0.29008861667700586,3.3665866448483115,10
0588_20181001_30_timeseries.mat,0.0723921481407183,0.3759189952523104,6,0.06388161300371091,0.16584452480541562,8,0.06348095347101872,0.3894796771577675,4,0.08159020380559083,0.3353976549900038,6
0588_20181001_32_timeseries.mat,0.1339229184880841,1.0921867782154648,12,0.20616608842586479,2.0363742956708717,13,0.1691428700142859,1.600015868314454,13,0.18868756138637097,1.6530139681333587,11
0588_20181001_3_timeseries.mat,0.2343160811395812,2.1642351503400072,11,0.2412942792399831,1.9650819065666707,11,0.2473826108865075,2.0207391557633954,8,0.3346661677041763,1.8505044213740462,11
0588_20181002_12_timeseries.mat,0.10650173019140494,0.5499298573961955,12,0.1883694449705737,0.5121266186192985,12,0.09224464019342167,0.43233284631063607,10,0.08555291003567424,0.7383499395053549,15
0588_20181002_17_timeseries.mat,0.10809117925819009,1.8842160238369345,14,0.21515626792929002,2.1820682519875905,16,0.12582564273563163,1.831921843965319,17,0.20507657944046437,2.786294315394645,9
0588_20181002_18_timeseries.mat,0.05034832471609116,0.36956237474138715,15,0.14061126964432852,0.6578930983928692,11,0.07212346621776479,0.2876188353702333,12,0.14293373732807788,0.32639801312619426,11
0588_20181002_5_timeseries.mat,0.33406008935999126,4.322266873355343,13,1.2947635849316914,8.316550935947499,12,0.28883027306573583,3.626700061056209,13,0.9963699321242723,10.891311942725624,15
0756_20180823_10_timeseries.mat,0.10383262946085986,0.7823001931579896,15,0.11978975024872593,0.7551895433296176,14,0.08274209072076522,0.5182608023040455,13,0.09908426838334311,0.7544521709274814,13
0756_20180823_11_timeseries.mat,0.053787177122004405,-0.20504107181532824,26,0.09414596476459078,0.0834706791980092,6,0.07168885123126649,0.30119427261977916,38,0.23577013555067508,4.581780947904476,7
0756_20180823_22_timeseries.mat,0.18990391944673393,2.39413974531467,1,0.17240438217829382,1.476855568609088,12,0.3525170105212665,3.343133554048389,14,0.23131083578548647,2.7798965619386626,13
0756_20180823_28_timeseries.mat,0.05809294505823994,-0.05956955400622421,35,0.09693561333447828,0.9725896239864855,2,0.06034071043013482,0.07564225218835757,36,0.29314117265695877,1.1078105342788727,37
0756_20180823_34_timeseries.mat,0.09212010623489525,0.5862920168347706,12,0.09584052731848455,0.5955565887285221,34,0.06271354632534004,0.011797598371347851,4,0.07235218181528828,0.06651738712980387,21
0756_20180823_7_timeseries.mat,0.2975660783404687,6.797789286095157,28,0.14715906782605867,2.163690716622763,28,0.4827590425892805,9.725322477081567,22,0.45290807260369714,10.301136541294259,8
0756_20180823_9_timeseries.mat,0.4137721165719599,5.487754609415145,11,0.2084843293871797,1.928503878611601,13,0.32556004470705496,5.772268527372956,10,0.236146977906835,3.5412689348243562,12
0756_20180925_16_timeseries.mat,0.061364537121208255,-0.30104485261884023,9,0.23362196750938893,1.6479974924953422,9,0.04491967973214143,-0.41387052186861195,9,0.22587153945295585,0.8724751492122851,10
0756_20180925_24_timeseries.mat,0.07799346760513673,0.23555643946065524,2,0.0354454680159688,-0.43498025466998425,4,0.061450780499953686,-0.1531350632025234,38,0.06270690834415811,0.12180729298519771,32
0756_20180925_28_timeseries.mat,0.3158479939610156,2.8384499667467193,18,0.901483492590487,7.819352364791265,17,0.2641973118773355,2.8439857701443128,15,0.9634839911013842,10.228037012677218,18
